metrics_id,date,warehouse_id,supplier_id,inventory_turnover,stock_accuracy_percent,stockout_incidents,overstock_value_sar,order_fulfillment_rate,average_order_cycle_time_days,on_time_delivery_rate,order_accuracy_rate,supplier_performance_score,supplier_reliability_percent,cost_savings_sar,transportation_cost_sar,fuel_efficiency_km_per_liter,route_optimization_savings_sar,defect_rate_percent,customer_satisfaction_score,return_rate_percent,carbon_footprint_kg_co2,waste_reduction_percent,sustainability_score,created_at
SCM23943,2025-06-24T06:46:16,WH682,SUP9706,10.93,95.37,7,51794.27,0.963,3.67,0.944,0.981,4.1,91.45,13408.13,67800.13,11.15,16656.56,0.77,4.4,1.6,5341.28,12.79,4.0,2025-10-04T21:15:16.890995
SCM45140,2025-03-16T09:06:55,WH223,SUP8261,6.48,97.88,0,65759.27,0.976,4.84,0.963,0.99,4.0,96.32,41347.65,47380.6,11.6,11025.92,0.16,4.6,1.44,6346.76,11.42,3.7,2025-10-04T21:15:16.891052
SCM73186,2025-06-11T11:37:15,WH650,SUP8913,7.55,95.27,2,12168.74,0.972,2.66,0.919,0.96,4.4,91.65,21752.6,39110.07,9.3,9532.87,1.43,4.2,2.01,6121.91,14.77,4.6,2025-10-04T21:15:16.891108
SCM84342,2025-06-16T03:55:44,WH813,SUP2827,7.97,95.58,5,61181.59,0.968,3.14,0.954,0.988,4.1,97.19,28916.72,34910.86,8.07,3576.03,1.61,4.7,2.36,3931.71,5.24,4.3,2025-10-04T21:15:16.891165
SCM24655,2025-06-16T14:24:15,WH347,SUP5916,11.06,98.73,10,72924.1,0.984,4.01,0.964,0.97,4.6,86.76,43959.96,73052.93,7.98,11148.58,0.56,4.3,1.3,7014.53,23.21,4.9,2025-10-04T21:15:16.891223
SCM76899,2025-02-04T09:41:28,WH848,SUP3936,8.42,98.68,6,79819.2,0.978,3.1,0.883,0.983,4.4,85.27,36421.41,27290.65,10.77,2339.97,1.72,4.9,2.49,5835.1,18.58,4.3,2025-10-04T21:15:16.891285
SCM93467,2025-06-15T05:18:22,WH458,SUP8044,9.61,95.77,2,26469.63,0.944,8.91,0.954,0.973,4.2,85.88,28360.07,64732.15,7.31,8406.62,1.19,5.0,1.4,4671.48,7.8,4.3,2025-10-04T21:15:16.891342
SCM97430,2025-03-31T06:14:06,WH194,SUP1327,6.61,96.19,10,80997.92,0.927,4.18,0.936,0.951,4.1,90.33,33510.17,64595.83,7.71,17672.35,1.88,5.0,2.6,3066.68,15.78,4.3,2025-10-04T21:15:16.891403
SCM82875,2025-05-01T04:24:39,WH856,SUP3598,11.68,99.41,8,72493.59,0.961,7.24,0.954,0.982,3.8,87.42,18395.81,97497.22,10.9,16725.6,0.51,4.5,1.08,2619.51,23.09,4.0,2025-10-04T21:15:16.891460
SCM10429,2025-02-06T12:18:03,WH102,SUP4134,9.89,96.58,3,63141.45,0.95,6.12,0.894,0.978,3.7,85.27,23663.77,37209.48,11.53,7620.91,0.17,4.8,2.63,6732.93,24.83,4.9,2025-10-04T21:15:16.891515
SCM89159,2025-05-09T14:14:20,WH915,SUP9600,10.38,98.31,5,37881.12,0.987,6.78,0.95,0.973,4.8,95.58,47031.35,82203.86,7.4,8349.37,0.61,4.1,0.71,1534.88,11.64,4.0,2025-10-04T21:15:16.891571
SCM12639,2025-05-30T04:53:18,WH766,SUP4505,5.53,95.3,4,83172.45,0.927,3.51,0.962,0.971,4.1,93.81,13284.46,18135.05,9.88,17345.61,0.53,4.3,0.61,7120.78,11.33,3.8,2025-10-04T21:15:16.891627
SCM61914,2025-05-06T11:00:40,WH136,SUP5392,4.98,98.43,6,76136.09,0.925,8.73,0.916,0.955,4.6,91.15,22586.65,58802.0,7.37,13021.52,0.21,4.7,0.72,5934.91,24.65,3.4,2025-10-04T21:15:16.891684
SCM62838,2025-04-28T20:31:40,WH690,SUP6788,5.11,97.74,1,78068.7,0.97,4.17,0.934,0.953,4.6,87.53,30152.95,27943.81,10.18,9607.04,1.06,4.1,2.22,2605.97,23.38,4.4,2025-10-04T21:15:16.891740
SCM80932,2025-02-21T16:43:48,WH804,SUP9381,10.85,96.02,9,27250.01,0.924,4.01,0.943,0.981,4.0,95.44,25494.72,43395.84,10.84,16065.18,1.31,4.3,1.21,8199.95,11.79,3.2,2025-10-04T21:15:16.891801
SCM91903,2025-06-12T14:50:47,WH445,SUP4937,5.2,97.01,3,33043.35,0.949,6.88,0.942,0.982,4.2,87.02,24041.85,72284.12,11.82,7488.36,1.48,4.4,2.58,2722.79,21.27,3.0,2025-10-04T21:15:16.891858
SCM18309,2025-06-02T08:25:59,WH570,SUP5242,10.99,98.78,3,93241.45,0.957,7.59,0.907,0.986,4.6,91.76,40073.46,14580.52,10.7,4357.96,1.6,4.7,1.72,4491.27,12.8,3.2,2025-10-04T21:15:16.891915
SCM94249,2025-05-22T19:48:46,WH531,SUP3857,5.02,98.08,7,43062.62,0.942,8.01,0.895,0.955,3.6,96.23,32331.69,52630.77,11.84,9141.28,0.11,4.5,1.2,3208.32,18.2,3.0,2025-10-04T21:15:16.891971
SCM74834,2025-02-10T17:34:22,WH759,SUP6208,5.5,95.24,2,12387.76,0.981,4.64,0.949,0.984,4.1,96.63,15347.16,47375.75,9.09,4276.46,0.25,4.0,1.88,3332.79,12.56,4.0,2025-10-04T21:15:16.892027
SCM66142,2025-02-09T22:03:27,WH969,SUP2837,9.13,95.52,4,39485.99,0.958,9.18,0.933,0.986,4.3,89.49,43380.21,64366.8,9.86,8963.65,1.69,4.5,2.77,5545.5,16.97,3.9,2025-10-04T21:15:16.892084
SCM64649,2025-04-28T12:29:19,WH979,SUP2245,9.16,95.49,0,60860.55,0.929,3.48,0.957,0.957,4.8,87.48,11322.24,92795.25,9.48,3155.54,1.6,4.8,0.56,2633.18,6.95,3.4,2025-10-04T21:15:16.892144
SCM52466,2025-04-30T01:09:26,WH839,SUP7247,8.81,98.48,3,21158.2,0.934,5.2,0.892,0.966,5.0,90.93,44355.74,96969.39,9.99,9774.03,0.4,4.5,2.33,9817.98,6.47,4.3,2025-10-04T21:15:16.892202
SCM64627,2025-06-01T05:30:31,WH587,SUP5366,11.07,95.45,0,53337.4,0.989,4.54,0.898,0.963,5.0,96.42,42873.16,14409.01,10.84,11566.04,0.61,4.0,2.87,1408.4,5.12,3.9,2025-10-04T21:15:16.892258
SCM68774,2025-02-24T15:43:30,WH148,SUP8839,5.23,97.17,2,49335.76,0.945,9.39,0.89,0.989,4.4,96.76,15995.62,70992.55,7.42,19416.52,1.31,4.5,0.69,4384.72,16.71,3.1,2025-10-04T21:15:16.892313
SCM75524,2025-02-11T08:09:01,WH877,SUP8229,11.53,96.82,7,80171.98,0.956,4.6,0.96,0.966,4.5,87.44,23662.29,51688.55,8.47,4001.81,1.11,4.7,1.96,2511.19,12.39,4.7,2025-10-04T21:15:16.892371
SCM70834,2025-05-30T22:02:57,WH742,SUP7293,4.57,96.28,1,69342.21,0.949,2.03,0.964,0.982,5.0,91.49,24162.44,84640.0,11.23,5417.97,1.0,4.8,0.57,5476.66,16.87,4.9,2025-10-04T21:15:16.892432
SCM18400,2025-06-22T14:10:18,WH341,SUP1193,9.4,98.34,5,20291.91,0.935,7.64,0.907,0.976,4.2,87.61,48410.42,18905.05,8.05,7674.36,0.93,4.2,0.88,3115.08,17.88,3.9,2025-10-04T21:15:16.892489
SCM59071,2025-02-15T12:14:41,WH807,SUP4278,9.93,96.88,10,83871.14,0.926,7.1,0.934,0.969,4.8,88.44,34127.3,57765.95,11.71,4777.96,0.38,4.6,2.15,4306.39,23.73,3.1,2025-10-04T21:15:16.892550
SCM10562,2025-04-11T15:11:04,WH553,SUP7597,5.66,98.55,10,50260.21,0.927,8.34,0.923,0.98,4.4,93.37,16319.44,58297.52,7.9,19850.99,0.13,4.8,1.6,2827.07,5.67,3.2,2025-10-04T21:15:16.892607
SCM13011,2025-04-23T06:25:58,WH326,SUP1746,6.59,96.13,8,20275.25,0.973,3.82,0.951,0.983,5.0,90.52,35408.15,10335.77,11.87,12424.73,1.91,4.9,2.31,8054.17,8.79,3.7,2025-10-04T21:15:16.892664
SCM77744,2025-04-14T05:53:29,WH530,SUP8156,4.27,98.34,4,89741.15,0.95,7.48,0.963,0.974,4.6,96.19,19643.38,94737.99,11.19,5113.88,0.93,4.5,1.12,3407.9,17.18,3.7,2025-10-04T21:15:16.892726
SCM58505,2025-02-17T16:44:39,WH346,SUP3136,5.0,96.08,2,41553.11,0.922,3.52,0.942,0.979,4.3,92.52,31742.27,68513.71,8.84,15567.52,0.56,4.3,2.9,5253.43,16.14,3.8,2025-10-04T21:15:16.892783
SCM20494,2025-04-06T01:59:44,WH569,SUP5358,7.54,97.99,6,36359.23,0.949,6.45,0.914,0.971,4.6,92.69,20535.38,87228.57,11.81,18887.18,1.22,4.9,1.25,7323.32,24.85,4.4,2025-10-04T21:15:16.892839
SCM28357,2025-03-11T14:20:04,WH451,SUP2048,6.3,95.99,7,41420.12,0.961,7.13,0.897,0.976,4.6,94.32,38643.9,57739.56,8.19,19894.23,0.99,4.0,2.77,3047.47,14.4,3.2,2025-10-04T21:15:16.892895
SCM37335,2025-03-24T18:18:32,WH204,SUP8841,7.05,97.06,1,87129.62,0.957,5.12,0.956,0.969,4.4,93.2,37212.67,26957.35,10.18,18025.36,1.48,4.0,0.91,7879.18,17.0,3.7,2025-10-04T21:15:16.892959
SCM11563,2025-02-26T13:35:09,WH975,SUP1152,7.37,96.06,7,61395.48,0.95,2.64,0.964,0.984,4.2,90.85,38145.59,78165.38,11.0,9439.25,0.5,4.5,1.07,2589.83,10.77,3.3,2025-10-04T21:15:16.893017
SCM89558,2025-03-03T23:10:21,WH836,SUP9410,10.25,99.06,0,52202.39,0.931,3.62,0.884,0.965,4.4,95.74,5551.81,85825.74,9.32,8405.29,1.14,4.6,2.78,2304.53,7.53,4.6,2025-10-04T21:15:16.893073
SCM19914,2025-04-18T17:45:43,WH314,SUP7968,5.4,98.64,4,98513.14,0.97,4.94,0.95,0.988,4.3,90.3,45315.6,84971.58,8.15,16120.47,1.28,4.1,2.77,1271.22,19.24,4.2,2025-10-04T21:15:16.893129
SCM12778,2025-03-17T10:21:56,WH695,SUP6203,9.0,95.23,5,75528.75,0.978,8.12,0.954,0.972,4.2,96.3,5044.54,75213.18,6.72,13055.29,1.81,4.4,0.9,9326.41,19.98,4.5,2025-10-04T21:15:16.893184
SCM37306,2025-04-10T17:55:07,WH549,SUP8445,7.87,97.86,10,45924.41,0.974,8.59,0.915,0.98,3.9,85.29,33309.97,62004.44,10.09,17471.16,1.99,4.2,2.04,2556.74,20.25,4.1,2025-10-04T21:15:16.893240
SCM39521,2025-06-28T14:40:07,WH600,SUP7380,10.46,99.16,9,75076.76,0.979,5.99,0.956,0.981,3.7,96.94,22630.52,11447.85,10.15,6313.5,0.1,4.9,1.86,4083.51,8.96,4.1,2025-10-04T21:15:16.893305
SCM26592,2025-02-05T14:22:19,WH168,SUP7054,11.86,96.15,7,45721.28,0.926,6.45,0.936,0.97,3.7,90.76,10464.48,15735.61,8.22,13085.1,1.32,4.4,0.56,3714.73,16.67,4.8,2025-10-04T21:15:16.893362
SCM15256,2025-04-09T17:42:11,WH960,SUP7836,7.26,96.81,10,40046.47,0.965,8.38,0.958,0.972,4.3,86.26,22441.98,32215.67,7.52,9834.36,0.76,4.6,0.79,7067.75,16.21,4.5,2025-10-04T21:15:16.893418
SCM52310,2025-06-29T09:19:05,WH360,SUP7917,5.05,97.25,7,49910.69,0.951,5.54,0.918,0.977,4.9,86.73,41502.26,18416.83,6.89,4036.76,1.77,4.7,2.18,2856.03,7.48,3.2,2025-10-04T21:15:16.893474
SCM58353,2025-06-02T03:23:28,WH469,SUP1377,9.19,95.72,4,91751.31,0.953,9.5,0.937,0.974,3.9,93.44,28309.51,98349.2,9.78,18775.41,1.51,4.4,2.86,9904.64,7.57,4.4,2025-10-04T21:15:16.893531
SCM77960,2025-03-14T14:05:02,WH265,SUP4714,7.08,99.13,2,99180.64,0.938,2.77,0.894,0.962,4.1,94.5,49360.18,28293.87,8.38,16324.76,0.17,4.2,1.3,1400.25,13.18,4.3,2025-10-04T21:15:16.893592
SCM11100,2025-02-21T14:25:08,WH550,SUP4182,10.33,95.2,2,43554.03,0.968,4.66,0.935,0.95,4.1,95.13,45540.47,18531.34,9.59,15071.91,1.39,4.9,2.91,6082.25,22.82,4.3,2025-10-04T21:15:16.893648
SCM98483,2025-05-31T18:06:04,WH884,SUP6521,8.23,97.6,7,42827.68,0.952,9.03,0.926,0.963,4.5,86.42,27813.28,61957.49,11.62,18387.17,1.26,4.6,2.43,7275.09,19.1,3.6,2025-10-04T21:15:16.893708
SCM79107,2025-02-14T03:55:28,WH722,SUP4638,7.1,96.67,2,40884.55,0.929,7.0,0.936,0.978,4.4,95.34,48663.75,72473.3,11.55,10034.55,1.96,4.9,1.8,6698.17,19.93,3.3,2025-10-04T21:15:16.893765
SCM15244,2025-03-21T14:11:08,WH896,SUP7405,10.04,95.45,2,47144.76,0.976,6.52,0.948,0.986,4.5,96.89,22116.92,66373.04,6.19,9412.72,1.2,4.3,2.78,5346.52,9.16,4.5,2025-10-04T21:15:16.893821
SCM52295,2025-06-25T01:09:33,WH825,SUP9774,4.63,95.63,1,98332.92,0.974,8.19,0.883,0.982,4.4,95.01,31506.24,15606.92,10.62,16910.54,0.53,4.1,1.24,7356.82,10.72,3.7,2025-10-04T21:15:16.893876
SCM21528,2025-04-05T16:29:24,WH113,SUP5318,6.05,98.76,6,48611.51,0.92,6.57,0.952,0.978,4.8,93.1,44665.89,85396.27,7.18,16838.62,1.29,4.3,2.17,3088.66,23.6,4.0,2025-10-04T21:15:16.893932
SCM32010,2025-03-21T16:11:37,WH381,SUP3547,9.46,96.01,7,97837.41,0.961,2.92,0.961,0.966,4.9,95.97,36185.29,82300.47,10.36,10676.46,0.72,4.2,2.81,3202.82,11.3,4.4,2025-10-04T21:15:16.893989
SCM83883,2025-04-22T13:09:23,WH770,SUP1320,9.21,97.74,4,15976.48,0.987,4.42,0.947,0.978,4.7,88.4,36303.01,97966.58,10.8,19539.49,0.99,4.5,0.97,2229.45,7.57,3.0,2025-10-04T21:15:16.894045
SCM90961,2025-04-01T16:56:06,WH590,SUP4554,11.62,95.8,8,67342.37,0.957,7.05,0.898,0.976,4.1,89.59,25149.87,38206.34,6.81,10217.69,1.9,4.0,1.44,3966.39,14.04,3.2,2025-10-04T21:15:16.894105
SCM86965,2025-05-26T10:36:43,WH761,SUP2254,5.92,95.54,8,64732.9,0.962,6.64,0.917,0.976,3.5,88.51,32407.61,64216.93,11.28,7692.72,1.16,4.1,2.86,7692.98,17.72,4.6,2025-10-04T21:15:16.894162
SCM28845,2025-04-16T20:45:11,WH838,SUP6511,8.29,99.47,2,68356.81,0.966,9.14,0.884,0.963,4.7,94.63,17146.36,77711.99,9.41,14207.11,1.15,4.3,2.6,1609.22,22.57,4.6,2025-10-04T21:15:16.894219
SCM27435,2025-06-01T04:16:22,WH309,SUP2328,11.93,98.05,7,80912.76,0.94,3.52,0.892,0.985,3.6,89.6,6400.58,20980.7,8.88,6398.5,0.3,4.0,2.65,6591.16,24.36,3.5,2025-10-04T21:15:16.894274
SCM16354,2025-06-27T02:18:33,WH132,SUP9992,5.65,97.91,10,27303.84,0.976,4.59,0.961,0.953,3.8,90.45,37951.39,95331.63,8.49,17608.07,1.33,4.4,0.63,9825.81,11.32,4.1,2025-10-04T21:15:16.894330
SCM10136,2025-02-10T04:54:07,WH445,SUP6528,11.09,97.67,2,92100.78,0.961,9.31,0.965,0.982,4.4,92.97,17197.37,12531.29,7.94,9845.33,1.04,4.5,0.84,2773.83,17.13,4.3,2025-10-04T21:15:16.894386
SCM24416,2025-04-25T14:09:06,WH623,SUP9784,6.49,95.97,3,23532.28,0.961,7.12,0.925,0.98,4.0,94.21,48598.86,53368.85,10.69,12486.51,0.57,4.7,2.28,5378.59,8.5,4.6,2025-10-04T21:15:16.894442
SCM82029,2025-03-07T10:20:16,WH386,SUP8013,4.76,99.41,3,87450.94,0.987,3.42,0.906,0.953,3.8,85.42,38806.59,33927.51,11.61,9862.32,1.82,4.2,0.95,7917.63,24.56,3.3,2025-10-04T21:15:16.894518
SCM52992,2025-02-05T07:13:01,WH916,SUP8743,8.83,95.71,0,93137.88,0.953,6.49,0.915,0.952,4.9,95.67,18103.76,95847.24,9.13,4236.13,1.85,4.8,2.55,3801.94,14.78,4.7,2025-10-04T21:15:16.894577
SCM47200,2025-04-17T05:14:55,WH833,SUP1254,11.94,96.27,5,56294.19,0.958,2.76,0.88,0.951,4.0,86.5,6768.1,60710.58,6.72,6750.94,0.32,4.6,0.7,2734.09,24.43,3.3,2025-10-04T21:15:16.894633
SCM27167,2025-03-02T23:15:23,WH589,SUP5113,7.38,95.98,7,23415.48,0.99,4.37,0.93,0.983,4.7,85.21,6663.83,84035.16,6.2,3818.42,0.14,4.5,1.66,7272.1,7.03,4.1,2025-10-04T21:15:16.894689
SCM54269,2025-03-30T16:59:06,WH919,SUP2058,8.56,97.0,1,87767.69,0.984,2.54,0.932,0.962,4.0,94.03,6204.0,64570.64,9.32,16423.15,0.86,4.9,1.77,5265.65,14.2,4.2,2025-10-04T21:15:16.894750
SCM74368,2025-06-20T14:55:18,WH640,SUP6951,6.16,98.43,5,24981.14,0.983,7.88,0.884,0.97,4.7,97.75,35725.74,58786.68,11.59,17042.34,1.29,4.4,1.41,7175.18,10.76,3.3,2025-10-04T21:15:16.894807
SCM99532,2025-02-17T22:03:54,WH375,SUP7431,11.92,96.8,2,51543.78,0.975,5.78,0.964,0.986,4.3,86.3,45114.46,62490.13,10.41,5666.03,0.59,4.4,2.86,1834.45,22.89,4.9,2025-10-04T21:15:16.894868
SCM67449,2025-04-19T07:29:43,WH386,SUP1220,10.37,98.0,6,71257.14,0.93,6.22,0.906,0.968,4.9,97.98,23216.44,30000.67,6.85,16240.9,1.15,4.1,2.47,7089.57,20.6,3.4,2025-10-04T21:15:16.894927
SCM73910,2025-05-21T18:59:39,WH952,SUP1620,9.34,98.38,10,74993.41,0.966,6.44,0.943,0.976,4.1,90.37,33396.06,18167.03,11.58,16637.02,0.62,5.0,2.44,5657.3,11.92,3.6,2025-10-04T21:15:16.894988
SCM35139,2025-04-12T03:17:40,WH711,SUP9747,5.95,95.34,5,58792.56,0.953,7.93,0.92,0.977,4.7,88.74,48672.0,59148.82,11.68,2779.68,0.32,4.4,2.73,1864.36,15.06,4.5,2025-10-04T21:15:16.895044
SCM26163,2025-06-12T21:23:22,WH908,SUP6624,8.54,96.35,10,39118.35,0.978,5.62,0.881,0.965,4.6,87.03,11896.42,17734.95,6.31,19726.42,1.73,4.1,1.89,7304.58,22.69,4.7,2025-10-04T21:15:16.895101
SCM57767,2025-04-12T16:34:49,WH783,SUP8949,8.6,97.54,5,77736.32,0.96,4.48,0.91,0.957,4.7,97.66,8319.9,49071.67,7.24,9000.07,1.22,4.4,1.66,9663.06,5.89,4.2,2025-10-04T21:15:16.895158
SCM72783,2025-04-05T04:43:46,WH670,SUP1090,6.38,99.3,8,76751.24,0.975,7.11,0.901,0.96,3.6,93.72,37685.52,18497.15,7.73,19215.95,0.16,4.7,1.8,1148.62,15.8,3.6,2025-10-04T21:15:16.895213
SCM40009,2025-02-26T17:19:58,WH198,SUP8355,6.39,95.14,2,35545.82,0.926,6.43,0.915,0.955,4.8,86.34,33635.09,76665.18,11.42,5364.77,0.52,4.6,1.15,6260.68,20.55,3.9,2025-10-04T21:15:16.895273
SCM97769,2025-04-17T08:12:11,WH612,SUP9302,6.28,98.16,8,29171.13,0.963,9.96,0.895,0.974,4.6,86.56,8398.04,48637.95,9.83,7629.89,0.16,5.0,1.64,7217.85,21.81,3.3,2025-10-04T21:15:16.895329
SCM48976,2025-03-06T21:18:37,WH609,SUP9659,9.52,95.42,8,69632.35,0.945,3.55,0.91,0.952,4.6,94.79,42716.83,95180.75,7.41,13223.78,1.16,4.3,2.62,9640.6,13.14,4.8,2025-10-04T21:15:16.895386
SCM59149,2025-05-21T16:42:37,WH878,SUP9397,11.2,97.35,3,53491.99,0.951,8.74,0.916,0.95,4.4,93.43,48209.41,85012.09,10.56,4877.19,1.5,4.6,1.52,7249.23,11.79,4.6,2025-10-04T21:15:16.895442
SCM27507,2025-03-24T20:41:36,WH872,SUP5003,6.02,97.24,0,29810.6,0.967,9.65,0.957,0.967,4.5,85.84,38507.5,73083.33,8.58,11708.86,1.18,4.6,2.31,4366.83,9.47,4.9,2025-10-04T21:15:16.895498
SCM68672,2025-05-03T18:31:32,WH290,SUP8362,7.36,96.86,6,37239.9,0.952,5.92,0.94,0.986,4.2,95.67,24316.8,92668.64,9.13,18281.26,1.69,4.8,2.67,7679.35,15.65,4.5,2025-10-04T21:15:16.895554
SCM73713,2025-05-30T10:29:01,WH168,SUP6593,7.87,98.75,3,11728.2,0.989,3.76,0.958,0.978,4.7,95.07,29509.45,57419.06,10.43,13030.56,0.6,4.3,2.99,8610.78,24.65,3.8,2025-10-04T21:15:16.895615
SCM64453,2025-04-10T03:47:52,WH499,SUP8207,6.05,97.93,7,36173.76,0.987,4.3,0.966,0.952,4.4,92.22,43119.14,45426.49,6.4,3873.63,1.43,4.9,0.97,9046.13,19.66,4.4,2025-10-04T21:15:16.895676
SCM57668,2025-05-20T18:34:54,WH641,SUP9458,5.32,98.54,1,64755.95,0.955,9.89,0.892,0.988,3.8,89.42,13701.44,45799.63,7.91,8226.02,0.83,4.3,1.16,6304.15,20.06,4.4,2025-10-04T21:15:16.895733
SCM59130,2025-05-31T00:29:23,WH159,SUP7785,8.45,97.8,5,56825.03,0.958,7.96,0.957,0.978,3.8,95.83,21444.07,17968.89,8.12,12006.11,0.84,4.4,1.12,3369.81,19.22,5.0,2025-10-04T21:15:16.895790
SCM14559,2025-06-13T13:37:55,WH862,SUP1279,6.9,95.21,4,72549.75,0.98,3.88,0.92,0.969,4.9,93.63,45127.34,55513.39,9.55,14883.13,1.81,4.5,2.08,8746.0,21.04,4.1,2025-10-04T21:15:16.895847
SCM61746,2025-06-23T11:16:42,WH649,SUP6445,5.44,95.1,9,87960.54,0.954,8.9,0.897,0.972,3.9,93.1,26819.68,17060.81,11.07,9009.2,1.87,4.9,0.63,4714.27,16.52,4.4,2025-10-04T21:15:16.895908
SCM37681,2025-05-16T16:23:04,WH737,SUP9656,4.65,96.57,8,21660.44,0.922,9.35,0.917,0.979,4.5,90.01,31930.79,75561.18,8.34,18496.44,1.48,4.8,0.7,2044.4,22.49,3.7,2025-10-04T21:15:16.895969
SCM71545,2025-06-21T14:49:35,WH194,SUP5769,9.51,98.67,1,99936.4,0.965,9.18,0.928,0.976,3.5,90.33,36760.04,97262.92,7.27,8941.9,0.61,4.1,0.98,3625.75,17.31,4.6,2025-10-04T21:15:16.896029
SCM15670,2025-04-05T05:25:09,WH807,SUP8231,9.36,98.19,3,82532.83,0.949,4.95,0.94,0.972,4.2,87.24,10903.12,80587.04,8.97,3165.26,1.55,4.9,1.37,9702.03,21.62,3.6,2025-10-04T21:15:16.896087
SCM31414,2025-02-14T03:54:48,WH175,SUP5149,5.27,97.72,0,82131.74,0.931,8.61,0.916,0.954,4.8,90.55,12243.15,37322.5,11.24,11799.23,1.73,4.2,2.63,5644.26,16.99,3.6,2025-10-04T21:15:16.896143
SCM64466,2025-03-12T07:59:52,WH110,SUP8415,5.17,98.77,6,66790.77,0.977,9.64,0.892,0.957,4.0,94.29,34051.57,25565.38,7.78,8510.74,1.27,4.5,0.98,7752.14,24.97,3.5,2025-10-04T21:15:16.896199
SCM78628,2025-05-07T03:24:47,WH550,SUP9858,9.93,98.81,3,64020.4,0.976,4.61,0.946,0.953,4.2,94.44,8116.77,43887.58,11.19,18219.9,0.84,4.6,2.28,4754.16,17.65,4.6,2025-10-04T21:15:16.896256
SCM52307,2025-06-02T17:28:39,WH231,SUP3047,9.7,96.15,6,28031.17,0.988,5.86,0.915,0.968,4.3,89.54,15934.67,20140.74,9.58,10697.98,1.82,4.9,0.56,6663.0,13.53,3.7,2025-10-04T21:15:16.896312
SCM14995,2025-03-03T02:12:24,WH837,SUP9441,10.52,97.25,9,70518.03,0.984,7.54,0.899,0.968,4.8,94.4,40979.5,71201.83,11.96,2023.75,1.33,4.9,1.84,9719.15,7.67,3.5,2025-10-04T21:15:16.896367
SCM76519,2025-06-27T03:29:16,WH637,SUP7640,5.4,97.68,10,53831.22,0.931,4.69,0.899,0.974,3.6,93.73,20179.16,59860.98,10.08,4132.37,1.99,4.6,0.97,4823.8,11.6,4.7,2025-10-04T21:15:16.896427
SCM57414,2025-02-20T06:51:32,WH334,SUP2885,10.34,99.11,0,75824.19,0.971,8.52,0.942,0.971,3.7,95.86,33805.49,25266.57,8.33,14017.59,1.81,4.8,1.29,4947.72,9.46,4.1,2025-10-04T21:15:16.896484
SCM72647,2025-04-01T22:13:43,WH699,SUP9501,8.75,97.5,3,13800.2,0.959,7.73,0.911,0.99,4.8,95.17,14308.3,10989.17,6.5,4667.68,0.87,4.4,2.79,8160.45,12.79,3.1,2025-10-04T21:15:16.896543
SCM97084,2025-06-04T08:33:30,WH499,SUP5292,7.59,95.6,0,50548.77,0.95,6.06,0.882,0.968,4.8,93.05,32327.29,53085.44,7.4,9653.98,1.96,4.7,1.73,4065.24,16.9,4.1,2025-10-04T21:15:16.896599
SCM73176,2025-02-26T03:44:17,WH796,SUP1579,11.83,95.57,9,83620.74,0.952,5.99,0.942,0.961,4.5,93.89,29709.55,12868.89,11.52,5190.38,0.83,4.1,2.93,8744.5,8.93,3.5,2025-10-04T21:15:16.896967
SCM70209,2025-06-23T13:15:24,WH776,SUP2111,5.43,97.83,7,72761.77,0.94,7.55,0.904,0.99,5.0,97.02,15005.24,52197.61,11.48,10664.1,0.58,4.8,2.1,9163.01,16.38,3.7,2025-10-04T21:15:16.897126
SCM47906,2025-01-31T02:28:35,WH977,SUP1855,6.29,98.0,5,68122.02,0.989,4.21,0.924,0.963,4.7,96.91,42932.77,91422.4,10.16,6533.76,1.16,4.2,1.41,7965.77,23.43,3.4,2025-10-04T21:15:16.897467
SCM26590,2025-05-25T04:05:39,WH931,SUP8615,4.74,95.25,1,81773.48,0.927,3.69,0.92,0.979,4.6,85.64,34520.41,98980.79,7.98,14883.41,1.81,4.6,0.53,3590.65,16.83,3.0,2025-10-04T21:15:16.897717
SCM35018,2025-05-31T10:37:03,WH555,SUP7645,9.07,96.28,3,43166.49,0.93,3.24,0.925,0.966,3.6,87.18,42168.6,51522.8,10.53,4429.03,0.68,4.6,1.07,6475.12,18.8,3.6,2025-10-04T21:15:16.897870
SCM29544,2025-05-17T17:35:57,WH294,SUP8330,6.61,98.24,2,38440.2,0.937,9.4,0.897,0.956,4.5,85.72,11368.72,98131.82,6.81,8710.57,0.32,4.8,2.08,7574.88,17.11,3.2,2025-10-04T21:15:16.897993
SCM10089,2025-06-10T00:54:36,WH416,SUP2645,6.37,96.79,9,33352.78,0.948,6.96,0.953,0.964,5.0,94.57,27659.66,28570.18,11.71,4897.86,0.47,4.1,2.79,7292.42,24.8,4.8,2025-10-04T21:15:16.898105
SCM44037,2025-04-25T02:15:05,WH535,SUP1417,10.88,95.07,6,45159.33,0.946,7.46,0.91,0.982,3.5,91.87,28973.6,12963.2,9.59,13228.11,0.64,4.6,1.45,1366.78,15.14,4.9,2025-10-04T21:15:16.898199
SCM41180,2025-03-02T18:42:41,WH853,SUP8495,8.99,98.47,4,33816.76,0.979,9.45,0.917,0.974,3.7,89.04,44470.25,56894.43,6.08,14411.77,1.43,4.2,2.09,5540.84,20.47,4.2,2025-10-04T21:15:16.898301
